place,link,rating,city,category,fee,alamat,deskripsi
Curug Pelangi,https://www.google.com/maps/place/Curug+Pelangi/data=!4m7!3m6!1s0x2e68e1f7e3b09c73:0xf289999555b21387!8m2!3d-6.7987011!4d107.5760352!16s%2Fg%2F11shns5ttw!19sChIJc5yw4_fhaC4RhxOyVZWZifI?authuser=0&hl=id&rclk=1,"4,7",Bandung,Alam,20000,"Kertawangi, Cisarua, West Bandung Regency, West Java 40551, Indonesia",Rainbow Waterfall
Lawangwangi Creative Space,https://www.google.com/maps/place/Lawangwangi+Creative+Space/data=!4m7!3m6!1s0x2e68e72c81aca043:0x6ce8a874910cf837!8m2!3d-6.8478549!4d107.6276827!16s%2Fg%2F1pzss9d2q!19sChIJQ6CsgSznaC4RN_gMkXSo6Gw?authuser=0&hl=id&rclk=1,"4,5",Bandung,Lainnya,50000,"Jl. Dago Giri No.99, Mekarwangi, Kec. Lembang, Kabupaten Bandung Barat, Jawa Barat 40391, Indonesia",Lawangwangi Creative Space
Manglayang Jungle Place,https://www.google.com/maps/place/Manglayang+Jungle+Place/data=!4m7!3m6!1s0x2e68dc57d9cc4ccf:0xf9ee7001586cc29e!8m2!3d-6.8934377!4d107.7305683!16s%2Fg%2F11b7lf3mz_!19sChIJz0zM2VfcaC4RnsJsWAFw7vk?authuser=0&hl=id&rclk=1,"4,1",Bandung,Lainnya,10000,"Jl. Cilengkrang 1 Kp. Cigupakan, RW.03, Cilengkrang, Kec. Cilengkrang, Kabupaten Bandung, Jawa Barat 40617, Indonesia",Manglayang Jungle Place
Panghegar Waterboom Bandung,https://www.google.com/maps/place/Panghegar+Waterboom+Bandung/data=!4m7!3m6!1s0x2e68e89dd17b0993:0xdcb9c2ca3f67653a!8m2!3d-6.9614032!4d107.6227321!16s%2Fg%2F11b7hfntgy!19sChIJkwl70Z3oaC4ROmVnP8rCudw?authuser=0&hl=id&rclk=1,"4,4",Bandung,"Air, Wahana, Anak",75000,"Jl. Mengger Tengah No.37, Mengger, Kec. Bandung Kidul, Kota Bandung, Jawa Barat 40252, Indonesia",Panghegar Waterboom
Taman Film,https://www.google.com/maps/place/Taman+Film/data=!4m7!3m6!1s0x2e68e6453d0627ab:0x403416d9d068ec31!8m2!3d-6.8986869!4d107.6077451!16s%2Fg%2F11cnphmcrk!19sChIJqycGPUXmaC4RMexo0NkWNEA?authuser=0&hl=id&rclk=1,"4,3",Bandung,Alam,0,"4J25+G3H, Jl. Layang Pasupati, Tamansari, Kec. Bandung Wetan, Kota Bandung, Jawa Barat 40116, Indonesia",Taman Film
Taman Vanda,https://www.google.com/maps/place/Taman+Vanda/data=!4m7!3m6!1s0x2e68e630989ff9e3:0xf2fcbd033e4d9e8d!8m2!3d-6.9140478!4d107.6101684!16s%2Fg%2F11b8v9mpf8!19sChIJ4_mfmDDmaC4RjZ5NPgO9_PI?authuser=0&hl=id&rclk=1,"4,4",Bandung,Alam,0,"Jl. Merdeka No.9, Babakan Ciamis, Kec. Sumur Bandung, Kota Bandung, Jawa Barat 40117, Indonesia",Vanda Park
Kampung Wisata Pasir Kunci,https://www.google.com/maps/place/Kampung+Wisata+Pasir+Kunci/data=!4m7!3m6!1s0x2e68dd1dc456daed:0xff548a6e64ce19e!8m2!3d-6.897967!4d107.714499!16s%2Fg%2F11g68x8353!19sChIJ7dpWxB3daC4RnuFM5qZI9Q8?authuser=0&hl=id&rclk=1,"4,3",Bandung,Healing,35000,"4P27+RQ9, Jl. Pasir Kunci, Pasirjati, Kec. Ujung Berung, Kota Bandung, Jawa Barat 40616, Indonesia",Kampung Wisata Pasir Kunci
Kampung Bamboo,https://www.google.com/maps/place/Kampung+Bamboo/data=!4m7!3m6!1s0x2e68e7625b5cd727:0x467d5e6c37510531!8m2!3d-6.871436!4d107.666993!16s%2Fg%2F11b6jgnzf4!19sChIJJ9dcW2LnaC4RMQVRN2xefUY?authuser=0&hl=id&rclk=1,"4,3",Bandung,"Air, Wahana, Anak",150000,"Jl. Padasuka Atas No.KM.4, Cimenyan, Kec. Cimenyan, Kota Bandung, Jawa Barat 40197, Indonesia",Kampung Bamboo
Alam Santosa Ekowisata & Budaya,https://www.google.com/maps/place/Alam+Santosa+Ekowisata+%26+Budaya/data=!4m7!3m6!1s0x2e68dd9c60c05e81:0xb5522aa0dd65eeb!8m2!3d-6.8812982!4d107.6841368!16s%2Fg%2F11bttgvcrq!19sChIJgV7AYJzdaC4R617WDaoiVQs?authuser=0&hl=id&rclk=1,"4,4",Bandung,Healing,10000,"4M9M+FGF Kota, Jl. Pasir Impun Atas Sekebalingbing No.5 A, Cikadut, Kec. Cimenyan, Kabupaten Bandung, Jawa Barat 40194, Indonesia",Alam Santosa
Water Park Bandung Indah,https://www.google.com/maps/place/Water+Park+Bandung+Indah/data=!4m7!3m6!1s0x2e68e930051c0039:0x2abc639a8ad3c1c6!8m2!3d-6.9805807!4d107.5856567!16s%2Fg%2F11b6v9zg7r!19sChIJOQAcBTDpaC4RxsHTippjvCo?authuser=0&hl=id&rclk=1,4,Bandung,"Air, Wahana, Anak",30000,"Jl. Terusan Kopo No.KM 8,4, Sulaiman, Kec. Margahayu, Kabupaten Bandung, Jawa Barat 40229, Indonesia",Bandung Indah Waterpark
Plaza Cikapundung River Spot,https://www.google.com/maps/place/Plaza+Cikapundung+River+Spot/data=!4m7!3m6!1s0x2e68e6257a789849:0xe9dab7219bce4301!8m2!3d-6.9200921!4d107.6088457!16s%2Fg%2F11cjvj8t3s!19sChIJSZh4eiXmaC4RAUPOmyG32uk?authuser=0&hl=id&rclk=1,"4,4",Bandung,"Alam, Wahana",0,"3JH5+XG9, Jl. Dr. Ir. Sukarno, Braga, Kec. Sumur Bandung, Kota Bandung, Jawa Barat 40111, Indonesia",Plaza Cikapundung River Spot
Kota Mini Lembang,https://www.google.com/maps/place/Kota+Mini+Lembang/data=!4m7!3m6!1s0x2e68e11c1523ad17:0x711ccda24c9da499!8m2!3d-6.81792!4d107.618747!16s%2Fg%2F11hbgshdrn!19sChIJF60jFRzhaC4RmaSdTKLNHHE?authuser=0&hl=id&rclk=1,"4,4",Bandung,Lainnya,200000,"Jl. Grand Hotel No.33E, Lembang, Kec. Lembang, Kabupaten Bandung Barat, Jawa Barat 40391, Indonesia",Kota Mini Lembang
Taman Jomblo,https://www.google.com/maps/place/Taman+Jomblo/data=!4m7!3m6!1s0x2e68e64558dc707f:0x68faa71ab2b64e9c!8m2!3d-6.8981292!4d107.6094856!16s%2Fg%2F1pz2twl_1!19sChIJf3DcWEXmaC4RnE62shqn-mg?authuser=0&hl=id&rclk=1,"4,1",Bandung,"Taman, Anak",0,"Jl. Tamansari No.66, Lb. Siliwangi, Kecamatan Coblong, Kota Bandung, Jawa Barat 40132, Indonesia",Taman Jomblo
Museum Mainan,https://www.google.com/maps/place/Museum+Mainan/data=!4m7!3m6!1s0x2e68e62db284016d:0xed9d141b9c73a54a!8m2!3d-6.9200082!4d107.6176133!16s%2Fg%2F11btz17bk0!19sChIJbQGEsi3maC4RSqVznBsUne0?authuser=0&hl=id&rclk=1,"4,4",Bandung,Sejarah,0,"No., Jl. Sunda No.39, Kb. Pisang, Kec. Sumur Bandung, Kota Bandung, Jawa Barat 40112, Indonesia",Museum Mainan
Edukidzment,https://www.google.com/maps/place/Edukidzment/data=!4m7!3m6!1s0x2e68e861718eb425:0xb3e7fc48ec5f80ab!8m2!3d-6.8148026!4d107.6362919!16s%2Fg%2F1pzr06_01!19sChIJJbSOcWHoaC4Rq4Bf7Ej857M?authuser=0&hl=id&rclk=1,"4,5",Bandung,"Air, Wahana, Anak",100000,"Nabila Farm Jl Tangkuban Perahu,Gang Sukasenang, Desa Ciburial No.rt 02/03, Kec. Lembang, Kabupaten Bandung Barat, Jawa Barat 40391, Indonesia",Edukidzment
Wisata Fying fox & Motor cross - Bi Land,https://www.google.com/maps/place/Wisata+Fying+fox+%26+Motor+cross+-+Bi+Land/data=!4m7!3m6!1s0x2e68e12dbfad532b:0xe2cc2f0c763efa7a!8m2!3d-6.7803213!4d107.6454495!16s%2Fg%2F11rmss5th9!19sChIJK1Otvy3haC4Revo-dgwvzOI?authuser=0&hl=id&rclk=1,4,Bandung,"Wahana, Anak, Ekstrem",150000,"Jl. Gn. Tangkuban Perahu, Jayagiri, Kec. Lembang, Kabupaten Bandung Barat, Jawa Barat 40391, Indonesia",Wahana Fying fox & Motor cross - Bi Land
Curug Cilengkrang,https://www.google.com/maps/place/Curug+Cilengkrang/data=!4m7!3m6!1s0x2e68dcf100ccd99f:0x8566c419ce523b48!8m2!3d-6.8906021!4d107.7308262!16s%2Fg%2F11bx2hlg3n!19sChIJn9nMAPHcaC4RSDtSzhnEZoU?authuser=0&hl=id&rclk=1,"4,1",Bandung,Alam,20000,"4P5J+Q84, Cilengkrang, Bandung Regency, West Java 40615, Indonesia",Curug Cilengkrang
Hobbiton Lembang,https://www.google.com/maps/place/Hobbiton+Lembang/data=!4m7!3m6!1s0x2e68e13a4b3a1175:0xcc7c1e710f75c1b9!8m2!3d-6.8332282!4d107.605506!16s%2Fg%2F11f3rc2mw9!19sChIJdRE6SzrhaC4RucF1D3EefMw?authuser=0&hl=id&rclk=1,"4,5",Bandung,Lainnya,35000,"5J84+P62, Gudangkahuripan, Lembang, West Bandung Regency, West Java 40391, Indonesia",Hobbiton Lembang
Pandora Experience Bandung,https://www.google.com/maps/place/Pandora+Experience+Bandung/data=!4m7!3m6!1s0x2e68e68b41e41e5b:0x478b566f68825e5f!8m2!3d-6.8834785!4d107.5962985!16s%2Fg%2F11cjpx4n8q!19sChIJWx7kQYvmaC4RX16CaG9Wi0c?authuser=0&hl=id&rclk=1,"4,6",Bandung,"Wahana, Ekstrem",200000,"Jl. Sukajadi No.173A, Cipedes, Kec. Sukajadi, Kota Bandung, Jawa Barat 40162, Indonesia",Pandora Experience Bandung
Taman Anak Tongkeng,https://www.google.com/maps/place/Taman+Anak+Tongkeng/data=!4m7!3m6!1s0x2e68e7cb63efdc15:0x84d7ec1d2cc98f6e!8m2!3d-6.9118331!4d107.6233874!16s%2Fg%2F11b6_k2chh!19sChIJFdzvY8vnaC4Rbo_JLB3s14Q?authuser=0&hl=id&rclk=1,"4,4",Bandung,Alam,0,"3JQF+9C6, Jl. Tongkeng No.46, Merdeka, Kec. Sumur Bandung, Kota Bandung, Jawa Barat 40113, Indonesia",Taman Tongkeng
Taman Pustaka Bunga,https://www.google.com/maps/place/Taman+Pustaka+Bunga/data=!4m7!3m6!1s0x2e68e7b4c1b4d74d:0x44dd85f521d8911a!8m2!3d-6.9033198!4d107.6225052!16s%2Fg%2F11b6bbt5gk!19sChIJTde0wbTnaC4RGpHYIfWF3UQ?authuser=0&hl=id&rclk=1,"4,3",Bandung,Alam,0,"Jl. Citarum No.23 A, Citarum, Kec. Bandung Wetan, Kota Bandung, Jawa Barat 40115, Indonesia",Pustaka Bunga Kandaga Puspa Park
Taman Gesit,https://www.google.com/maps/place/Taman+Gesit/data=!4m7!3m6!1s0x2e68e6523db828c5:0x7a47eb77badfe5c6!8m2!3d-6.8956231!4d107.6165655!16s%2Fg%2F11cm3rx_bf!19sChIJxSi4PVLmaC4RxuXfunfrR3o?authuser=0&hl=id&rclk=1,"4,3",Bandung,Alam,0,"4J38+QJ4, Jl. Dipati Ukur, Lebakgede, Kecamatan Coblong, Kota Bandung, Jawa Barat 40132, Indonesia",Taman Gesit
Teras Cikapundung BBWS,https://www.google.com/maps/place/Teras+Cikapundung+BBWS/data=!4m7!3m6!1s0x2e68e617d0e6aa51:0xaf367c79c6f6ffe3!8m2!3d-6.8843386!4d107.6068689!16s%2Fg%2F11cjk51bcs!19sChIJUarm0BfmaC4R4__2xnl8Nq8?authuser=0&hl=id&rclk=1,"4,3",Bandung,Lainnya,10000,"4J84+7P9, Jl. Siliwangi, Hegarmanah, Kec. Cidadap, Kota Bandung, Jawa Barat 40131, Indonesia",Teras Cikapundung BBWS
Margacinta Park,https://www.google.com/maps/place/Margacinta+Park/data=!4m7!3m6!1s0x2e68e9cd0f2d3ccf:0x46036f6ce95b7a2e!8m2!3d-6.9549914!4d107.6479441!16s%2Fg%2F11mwym9nr0!19sChIJzzwtD83paC4RLnpb6WxvA0Y?authuser=0&hl=id&rclk=1,"4,4",Bandung,"Air, Wahana, Anak",50000,"Jl. Margacinta No.98, Cijaura, Kec. Buahbatu, Kota Bandung, Jawa Barat 40287, Indonesia",Margacinta Park
Rainbow Garden Lembang,https://www.google.com/maps/place/Rainbow+Garden+Lembang/data=!4m7!3m6!1s0x2e68e11c40741ecb:0x32a13a0adbbb3da4!8m2!3d-6.8179384!4d107.6184862!16s%2Fg%2F11fy1lsf57!19sChIJyx50QBzhaC4RpD272wo6oTI?authuser=0&hl=id&rclk=1,"4,6",Bandung,Healing,25000,"5JJ9+R9H, Lembang, West Bandung Regency, West Java 40391, Indonesia",Rainbow Garden Lembang
Dancing Fountain,https://www.google.com/maps/place/Dancing+Fountain/data=!4m7!3m6!1s0x2e68e7ffb7f761f7:0x3be659e9714c5ed7!8m2!3d-6.9160874!4d107.6422657!16s%2Fg%2F11fnqwm_2j!19sChIJ92H3t__naC4R115McelZ5js?authuser=0&hl=id&rclk=1,"4,5",Bandung,"Air, Alam",0,"51496 230th St, Glenwood, IA 51534, United States",The Fountains Ballroom
Terminal Wisata Grafika Cikole,https://www.google.com/maps/place/Terminal+Wisata+Grafika+Cikole/data=!4m7!3m6!1s0x2e68e014a521fe6f:0xc6a0c294250b7184!8m2!3d-6.7851657!4d107.6515697!16s%2Fg%2F1hf3y8qwm!19sChIJb_4hpRTgaC4RhHELJZTCoMY?authuser=0&hl=id&rclk=1,"4,5",Bandung,Healing,20000,"Jl. Raya Tangkuban Parahu No.Km.8, Cikole, Kec. Lembang, Kabupaten Bandung Barat, Jawa Barat 40391, Indonesia",Terminal Wisata Grafika Cikole
Kampung Batu Malakasari,https://www.google.com/maps/place/Kampung+Batu+Malakasari/data=!4m7!3m6!1s0x2e68e9629a85b063:0xd9692b1ae0a46add!8m2!3d-7.0093633!4d107.6069444!16s%2Fg%2F1tgldrcf!19sChIJY7CFmmLpaC4R3Wqk4Boradk?authuser=0&hl=id&rclk=1,"4,1",Bandung,"Air, Wahana, Anak",10000,"Jl. Raya Banjaran Barat Rencong, Malakasari, Kec. Baleendah, Kabupaten Bandung, Jawa Barat 40375, Indonesia",Kampung Batu Malakasari Ecopark
Kiara Artha Park,https://www.google.com/maps/place/Kiara+Artha+Park/data=!4m7!3m6!1s0x2e68e7c32276ee75:0xc8f42e12bf73009b!8m2!3d-6.9161452!4d107.6422666!16s%2Fg%2F11fy_355nw!19sChIJde52IsPnaC4RmwBzvxIu9Mg?authuser=0&hl=id&rclk=1,"4,6",Bandung,"Edukasi, Anak",10000,"Jl. Banten, Kebonwaru, Kec. Batununggal, Kota Bandung, Jawa Barat 40272, Indonesia",Kiara Artha Park
Taman Sukajadi,https://www.google.com/maps/place/Taman+Sukajadi/data=!4m7!3m6!1s0x2e68e68ac3757415:0x66319cf353711f37!8m2!3d-6.8855267!4d107.596593!16s%2Fg%2F11b6j875ft!19sChIJFXR1w4rmaC4RNx9xU_OcMWY?authuser=0&hl=id&rclk=1,"4,3",Bandung,Alam,0,"4H7W+QJP, Jalan, Pasteur, Sukajadi, Bandung City, West Java 40162, Indonesia",Taman Sukajadi
Mini Mania,https://www.google.com/maps/place/Mini+Mania/data=!4m7!3m6!1s0x2e68e16ae488cb55:0xc06c2871d64f1358!8m2!3d-6.8209971!4d107.6099598!16s%2Fg%2F11tws2df7n!19sChIJVcuI5GrhaC4RWBNP1nEobMA?authuser=0&hl=id&rclk=1,"4,6",Bandung,Lainnya,30000,"870 Gold Flat Rd, Nevada City, CA 95959, United States",Mini Mania
Villa Kancil Kampoeng Sunda,https://www.google.com/maps/place/Villa+Kancil+Kampoeng+Sunda/data=!4m7!3m6!1s0x2e68c6afaaaaaaab:0xad5015ce648ade14!8m2!3d-7.0139634!4d107.7663939!16s%2Fg%2F12hkwhm03!19sChIJq6qqqq_GaC4RFN6KZM4VUK0?authuser=0&hl=id&rclk=1,"4,3",Bandung,"Air, Wahana, Anak",35000,"Kampung Bojong Bubu, Jalan Raya Jl. Majalaya, Padamukti, Kec. Solokanjeruk, Kabupaten Bandung, Jawa Barat 40382, Indonesia",Villa Kancil Kampoeng Sunda
Alun-Alun Ujung Berung,https://www.google.com/maps/place/Alun-Alun+Ujung+Berung/data=!4m7!3m6!1s0x2e68dd3a88525f8d:0x3a18da16bc7d382!8m2!3d-6.9136931!4d107.7015511!16s%2Fg%2F11bxfwl2_8!19sChIJjV9SiDrdaC4RgtPHa6GNoQM?authuser=0&hl=id&rclk=1,"4,5",Bandung,"Air, Wahana, Anak",150000,"Alun Alun Ujung Berung, Jl. Cigending No.3, Cigending, Kec. Ujung Berung, Kota Bandung, Jawa Barat 40611, Indonesia",Ujung Berung City Square
Lesehan Saung Balong Pasir Kunci,https://www.google.com/maps/place/Lesehan+Saung+Balong+Pasir+Kunci/data=!4m7!3m6!1s0x2e68dd1dc17174c3:0xe72b4deca7f9523c!8m2!3d-6.8974909!4d107.7145713!16s%2Fg%2F11b73knvqj!19sChIJw3RxwR3daC4RPFL5p-xNK-c?authuser=0&hl=id&rclk=1,"4,3",Bandung,Lainnya,30000,"Jl. Pasir Kunci, Cipanjalu, Kec. Cilengkrang, Kabupaten Bandung, Jawa Barat 40616, Indonesia",Kampung Wisata Saung Balong Pasir Kunci
Panama Park 825,https://www.google.com/maps/place/Panama+Park+825/data=!4m7!3m6!1s0x2e68e5682cc644a1:0x67f86f4c569d0f6c!8m2!3d-6.9119386!4d107.5697454!16s%2Fg%2F11h7cbm__g!19sChIJoUTGLGjlaC4RbA-dVkxv-Gc?authuser=0&hl=id&rclk=1,"4,5",Bandung,"Air, Wahana, Anak",100000,"Jl. Jend. Sudirman No.825, Cijerah, Kec. Bandung Kulon, Kota Bandung, Jawa Barat 40213, Indonesia",Panama Park 825
Wisata Tangga Seribu Manglayang,https://www.google.com/maps/place/Wisata+Tangga+Seribu+Manglayang/data=!4m7!3m6!1s0x2e68dc9176fdbca9:0x1f86850c83b3264c!8m2!3d-6.8964693!4d107.7464168!16s%2Fg%2F11f5bmn92z!19sChIJqbz9dpHcaC4RTCazgwyFhh8?authuser=0&hl=id&rclk=1,"4,4",Bandung,Healing,10000,"4P3W+CH7, Jl. Salh, Cileunyi Wetan, Kec. Cileunyi, Kabupaten Bandung, Jawa Barat 40622, Indonesia",Wisata Tangga Seribu Manglayang
The Nice Park Bandung,https://www.google.com/maps/place/The+Nice+Park+Bandung/data=!4m7!3m6!1s0x2e68e3f3a826ab37:0xaf7cb779d615a2ca!8m2!3d-6.8235133!4d107.5555715!16s%2Fg%2F11vt8gbx7q!19sChIJN6smqPPjaC4RyqIV1nm3fK8?authuser=0&hl=id&rclk=1,"4,5",Bandung,"Air, Wahana, Anak",80000,"Jl. Kolonel Masturi No.30, Jambudipa, Kec. Cisarua, Kabupaten Bandung Barat, Jawa Barat 40551, Indonesia",The Nice Park Bandung
Sakura Park,https://www.google.com/maps/place/Sakura+Park/data=!4m7!3m6!1s0x2e68e18fc1cc89df:0x7a317384720492e9!8m2!3d-6.8209211!4d107.6099527!16s%2Fg%2F11t_zd65b_!19sChIJ34nMwY_haC4R6ZIEcoRzMXo?authuser=0&hl=id&rclk=1,"4,3",Bandung,"Air, Wahana, Anak",60000,"3916, 500 Riverside Dr, New York, NY 10027, United States",Sakura Park
Jalur Hutan Kota Babakan Siliwangi Bandung,https://www.google.com/maps/place/Jalur+Hutan+Kota+Babakan+Siliwangi+Bandung/data=!4m7!3m6!1s0x2e68e6f840ab33e3:0x734f9b066bb610fa!8m2!3d-6.8861673!4d107.6112904!16s%2Fg%2F11bzs0jmyn!19sChIJ4zOrQPjmaC4R-hC2awabT3M?authuser=0&hl=id&rclk=1,"4,6",Bandung,Alam,0,"Jl. Tamansari No.90, Lb. Siliwangi, Kecamatan Coblong, Kota Bandung, Jawa Barat 40132, Indonesia",Babakan Siliwangi City Forest
Tepi Kota Healing,https://www.google.com/maps/place/Tepi+Kota+Healing/data=!4m7!3m6!1s0x2e68dd3f02ee2c4d:0x937b2db7ddaeaa79!8m2!3d-6.9111239!4d107.669559!16s%2Fg%2F11sfb7wm05!19sChIJTSzuAj_daC4Reaqu3bcte5M?authuser=0&hl=id&rclk=1,"4,4",Bandung,Healing,15000,"3MQ9+HR3, Jl. Padang Golf, Sukamiskin, Kec. Arcamanik, Kota Bandung, Jawa Barat 40293, Indonesia",Tepi Kota Healing
Pasar Puri Bambu,https://www.google.com/maps/place/Pasar+Puri+Bambu/data=!4m7!3m6!1s0x2e68e74e4c69c463:0x4e80f022abedf782!8m2!3d-6.8730583!4d107.6514097!16s%2Fg%2F11fj3lt4xv!19sChIJY8RpTE7naC4RgvftqyLwgE4?authuser=0&hl=id&rclk=1,"4,5",Bandung,Lainnya,0,"Jl. Ciharalang, Mekarsaluyu, Kec. Cimenyan, Kabupaten Bandung, Jawa Barat 40198, Indonesia",Pasar Puri Bambu
Puspa Iptek Sundial,https://www.google.com/maps/place/Puspa+Iptek+Sundial/data=!4m7!3m6!1s0x2e68e35116c49295:0x223e29a3fcb8c666!8m2!3d-6.8521886!4d107.4939133!16s%2Fg%2F1ptyxgj01!19sChIJlZLEFlHjaC4RZsa4_KMpPiI?authuser=0&hl=id&rclk=1,"4,5",Bandung,Lainnya,35000,"Parahyangan St Jl. Raya Padalarang No.427, Kertajaya, Padalarang, Bandung, West Java 40553, Indonesia",Puspa Iptek Sundial
"Anak, Wahana anak",https://www.google.com/maps/place/Taman+bermain+anak/data=!4m7!3m6!1s0x2e68e98d8d92b8a7:0xb5f339bae773391d!8m2!3d-6.930731!4d107.6259377!16s%2Fg%2F11jr_fkzh5!19sChIJp7iSjY3paC4RHTlz57o587U?authuser=0&hl=id&rclk=1,"4,2",Bandung,Alam,0,"Jl. Laikang No.10, Sudiang Raya, Kec. Biringkanaya, Kota Makassar, Sulawesi Selatan 90552, Indonesia",Taman Bermain Anak Bintang Sudiang
Twinkle Twinkle Lembang,https://www.google.com/maps/place/Twinkle+Twinkle+Lembang/data=!4m7!3m6!1s0x2e68e11cb53e4bad:0xb2af766488c1989d!8m2!3d-6.8192526!4d107.6192793!16s%2Fg%2F11k4lqqyt2!19sChIJrUs-tRzhaC4RnZjBiGR2r7I?authuser=0&hl=id&rclk=1,"4,5",Bandung,Lainnya,100000,"Dalam Floating Market, Jl. Grand Hotel No.33e, Lembang, Jawa Barat 40391, Indonesia",Twinkle Twinkle Lembang
Museum 3D,https://www.google.com/maps/place/Museum+3D/data=!4m7!3m6!1s0x2e68e6b82e7b393b:0x7f33fc6021f7108c!8m2!3d-6.8514509!4d107.5962009!16s%2Fg%2F11gdh13zs6!19sChIJOzl7LrjmaC4RjBD3IWD8M38?authuser=0&hl=id&rclk=1,"4,6",Bandung,Sejarah,50000,"724 S 12th St, Omaha, NE 68102, United States",Bemis Center For Contemporary Arts
Rainbow Slide,https://www.google.com/maps/place/Rainbow+Slide/data=!4m7!3m6!1s0x2e68e1d8daaf1773:0x98560454d4b3cefc!8m2!3d-6.8201715!4d107.6183333!16s%2Fg%2F11q9zbrkxh!19sChIJcxev2tjhaC4R_M6z1FQEVpg?authuser=0&hl=id&rclk=1,"4,6",Bandung,"Wahana, Ekstrem",50000,"5JH9+W8P Floating Market, Lembang, West Bandung Regency, West Java, Indonesia",Rainbow Slide
Kampung Wisata Gumbira,https://www.google.com/maps/place/Kampung+Wisata+Gumbira/data=!4m7!3m6!1s0x2e68dce31ff8a651:0x4470454a1e75178c!8m2!3d-6.8945404!4d107.7195421!16s%2Fg%2F11bvt5h9l7!19sChIJUab4H-PcaC4RjBd1HkpFcEQ?authuser=0&hl=id&rclk=1,"4,1",Bandung,Healing,10000,"4P49+5RM, Jalan Nagrog, Kampung Ciwaru, Ciporeat, Kec. Cilengkrang, Kabupaten Bandung, Jawa Barat 40617, Indonesia",Kampung Wisata Gumbira
Monumen Bandung Lautan Api,https://www.google.com/maps/place/Monumen+Bandung+Lautan+Api/data=!4m7!3m6!1s0x2e68e89be8e206d1:0x3f1a38cabd1ca42e!8m2!3d-6.9338497!4d107.604925!16s%2Fg%2F1218d916!19sChIJ0Qbi6JvoaC4RLqQcvco4Gj8?authuser=0&hl=id&rclk=1,"4,3",Bandung,Sejarah,0,"3J83+FX7, Jl. BKR, Ciateul, Kec. Regol, Kota Bandung, Jawa Barat 40252, Indonesia",Monumen Bandung Lautan Api
Tugu Asia Afrika,https://www.google.com/maps/place/Tugu+Asia+Afrika/data=!4m7!3m6!1s0x2e68e625bb23dd39:0x4fc51ee42809fb0c!8m2!3d-6.9213073!4d107.6076904!16s%2Fg%2F11cs6fqzts!19sChIJOd0juyXmaC4RDPsJKOQexU8?authuser=0&hl=id&rclk=1,"4,6",Bandung,Lainnya,0,"Jl. Asia Afrika No.84, Balonggede, Kec. Regol, Kota Bandung, Jawa Barat 40251, Indonesia",Asia Africa Monument
Monumen Perjuangan Rakyat Jawa Barat,https://www.google.com/maps/place/Monumen+Perjuangan+Rakyat+Jawa+Barat/data=!4m7!3m6!1s0x2e68e64d0844175d:0xa20639eeeafb5a83!8m2!3d-6.8934327!4d107.6185513!16s%2Fg%2F11bwd_3q4f!19sChIJXRdECE3maC4Rg1r76u45BqI?authuser=0&hl=id&rclk=1,"4,5",Bandung,Sejarah,0,"Jl. Dipati Ukur No.48, Lebakgede, Kecamatan Coblong, Kota Bandung, Jawa Barat 40132, Indonesia",Monumen Perjuangan Rakyat Jawa Barat
Gedung Indonesia Menggugat,https://www.google.com/maps/place/Gedung+Indonesia+Menggugat/data=!4m7!3m6!1s0x2e68e63a1596f409:0xd05bc6dc55cc63db!8m2!3d-6.9135375!4d107.608023!16s%2Fg%2F11h_3t7fgz!19sChIJCfSWFTrmaC4R22PMVdzGW9A?authuser=0&hl=id&rclk=1,"4,5",Bandung,Lainnya,0,"JL Perintis Kemerdekaan, No. 5, Babakan Ciamis, Sumurbandung, Babakan Ciamis, Kec. Sumur Bandung, Kota Bandung, Jawa Barat 40117, Indonesia",Gedung Indonesia Menggugat
The Centre Of Bandung 0 Km Monument,https://www.google.com/maps/place/The+Centre+Of+Bandung+0+Km+Monument/data=!4m7!3m6!1s0x2e68e625bd2312d5:0x5584fa5b3ca6e085!8m2!3d-6.9213862!4d107.6111674!16s%2Fg%2F11c1r3zw0c!19sChIJ1RIjvSXmaC4RheCmPFv6hFU?authuser=0&hl=id&rclk=1,"4,7",Bandung,Sejarah,0,,
Gedung Pensil,https://www.google.com/maps/place/Gedung+Pensil/data=!4m7!3m6!1s0x2e68e62c7a54913f:0xbb1d9ee030b27a38!8m2!3d-6.9222887!4d107.6180103!16s%2Fg%2F11c70hx00w!19sChIJP5FUeizmaC4ROHqyMOCeHbs?authuser=0&hl=id&rclk=1,"4,5",Bandung,Lainnya,0,"Jl. Gatot Subroto No.1, Malabar, Kec. Lengkong, Kota Bandung, Jawa Barat 40262, Indonesia",Gedung Pensil
Museum Barli,https://www.google.com/maps/place/Museum+Barli/data=!4m7!3m6!1s0x2e68e68fe62d7cbb:0x4d93f4df24206370!8m2!3d-6.878246!4d107.5875102!16s%2Fg%2F1td82tp_!19sChIJu3wt5o_maC4RcGMgJN_0k00?authuser=0&hl=id&rclk=1,"4,5",Bandung,Sejarah,20000,"Jl. Prof. Dr. Sutami No.91, Sukarasa, Kec. Sukasari, Kota Bandung, Jawa Barat 40152, Indonesia",Barli Museum
